gs_name	pval	padj	log2err	ES	NES	size	gene_set_collection	comparison	direction
REACTOME_INNATE_IMMUNE_SYSTEM	9.00968380874473e-10	1.65057407376204e-06	0.801215574617779	0.650975722359758	1.78228701039399	783	C2	deseq2_pseudobulk_DE_ADvsHealthy_KC_3	Upregulated
REACTOME_NEUTROPHIL_DEGRANULATION	2.46257375343477e-08	2.25571755814625e-05	0.73376198835648	0.723132955753234	1.86932483663214	382	C2	deseq2_pseudobulk_DE_ADvsHealthy_KC_3	Upregulated
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	6.18507442904695e-06	0.00377701878467134	0.610526878385931	-0.485095518929747	-1.4374920203279	1151	C2	deseq2_pseudobulk_DE_ADvsHealthy_KC_3	Downregulated
REACTOME_METABOLISM_OF_LIPIDS	6.02666341212116e-05	0.0276021184275149	0.557332238758646	0.589926759388616	1.58388935357038	601	C2	deseq2_pseudobulk_DE_ADvsHealthy_KC_3	Upregulated
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	0.000311462834451566	0.114119982543054	0.49849310876659	0.749525234544084	1.74707247505413	145	C2	deseq2_pseudobulk_DE_ADvsHealthy_KC_3	Upregulated
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX	0.000982294099111556	0.13246317572366	0.45505986738723	-0.909679195385477	-1.59794082465647	15	C2	deseq2_pseudobulk_DE_ADvsHealthy_KC_3	Downregulated
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	0.000732348191046206	0.13246317572366	0.477270815362862	-0.706495187305287	-1.62682576271204	84	C2	deseq2_pseudobulk_DE_ADvsHealthy_KC_3	Downregulated
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	0.000836107302923832	0.13246317572366	0.477270815362862	0.815774624893799	1.76978606818732	83	C2	deseq2_pseudobulk_DE_ADvsHealthy_KC_3	Upregulated
REACTOME_KERATINIZATION	0.000836107302923832	0.13246317572366	0.477270815362862	0.815774624893799	1.76978606818732	83	C2	deseq2_pseudobulk_DE_ADvsHealthy_KC_3	Upregulated
REACTOME_METABOLISM_OF_STEROIDS	0.000532491222620642	0.13246317572366	0.477270815362862	0.769939765642246	1.737963277858	116	C2	deseq2_pseudobulk_DE_ADvsHealthy_KC_3	Upregulated
