gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	direction
KRT15	521.173680388438	-3.32190065893017	0.353164048809582	-9.40611217400915	5.14828172481355e-21	4.1495492052264e-17	Down in AD
S100A8	1428.28478614427	6.03883055487304	0.643563580530059	9.38342494443093	6.38637815348427e-21	4.1495492052264e-17	Up in AD
SERPINB4	495.802127519876	11.4254654185996	1.27090893645261	8.98999534183043	2.47240911202145e-19	1.07096521369062e-15	Up in AD
SPRR1B	126.90317016595	4.92525903424047	0.552766867816217	8.91019220037264	5.0944171218238e-19	1.65504876245251e-15	Up in AD
CYR61	607.881938329355	-3.10451816763596	0.350978335778252	-8.84532705060576	9.1260625553001e-19	2.3718636581225e-15	Down in AD
KRT6A	973.433077184024	4.00486394195756	0.454228473288465	8.81684917936488	1.17725648772243e-18	2.54974134299215e-15	Up in AD
SERPINB13	159.774917524789	5.52084307463555	0.637815399513796	8.65586355996432	4.89193551948572e-18	9.08152886795956e-15	Up in AD
AGR3	117.935096484618	-5.52415640534368	0.68229837842027	-8.09639386529657	5.66123247587574e-16	9.19596450300066e-13	Down in AD
CRYAB	872.550796273577	-3.71741702120285	0.461178580779234	-8.06068880068473	7.58657403583967e-16	1.09541699550818e-12	Down in AD
KRT6C	115.281240823461	6.28464530237144	0.82021696742403	7.6621742197177	1.82811413248347e-14	2.37563431516227e-11	Up in AD
POU2F2	172.069217459672	-4.9399309576827	0.662144120865225	-7.46050716455458	8.61900684635678e-14	1.01821812698551e-10	Down in AD
PDZK1IP1	335.872581270096	2.7896233479313	0.398952806066192	6.9923642734536	2.70291960711142e-12	2.92703669120107e-09	Up in AD
EDN1	129.833858935667	-3.39907703973936	0.488068560930129	-6.96434335631376	3.29939020452226e-12	3.29812120828975e-09	Down in AD
PRSS22	61.2048472447645	4.09335000446067	0.596956049701675	6.85703747622006	7.03031930885282e-12	6.29641136883295e-09	Up in AD
SERTAD3	284.687930245235	-2.67735205485095	0.390723897488105	-6.85228641519797	7.26788538149243e-12	6.29641136883295e-09	Down in AD
SPRR2A	51.9359550501194	9.13518179051253	1.34536278943788	6.7901252080336	1.12036268005677e-11	9.09944564208608e-09	Up in AD
RP11-1008C21.1	68.5514081337145	-5.18517789932175	0.765165898334979	-6.77654076142812	1.23087345979961e-11	9.40894153535054e-09	Down in AD
JMJD6	305.561760238169	-2.55828609616813	0.37845763721899	-6.75976871537622	1.3821219463007e-11	9.97815260676536e-09	Down in AD
AKR1B10	55.1395005215587	4.06764726066202	0.602965590439605	6.74606863999721	1.51904778463415e-11	1.03894873480636e-08	Up in AD
FABP5	904.879573824637	3.44922161145242	0.513652355747287	6.71508963768758	1.87950644845649e-11	1.22120931488461e-08	Up in AD
CDC42EP1	238.606381868022	2.8903924065388	0.432486202889522	6.68320142290678	2.33777898235884e-11	1.44663989884539e-08	Up in AD
DDIT4	584.582490042743	-2.36006866159317	0.358432311704631	-6.5844193855436	4.56666419414034e-11	2.69744550922062e-08	Down in AD
BGN	144.326741282545	-3.383210384065	0.528390074868715	-6.4028651274451	1.52487890572663e-10	8.61556581735548e-08	Down in AD
BAG3	711.415612825435	-2.38786018921527	0.381635079878607	-6.25692006608726	3.9265453284417e-10	2.041018261724e-07	Down in AD
IGFL1	33.9107976367549	8.50188735248082	1.35875931112201	6.25709592779923	3.92212184378511e-10	2.041018261724e-07	Up in AD
HIST2H2BE	144.396108787047	-2.39939616482653	0.389627225298692	-6.15818405140229	7.35838098349656e-10	3.67777541848223e-07	Down in AD
LAMA4	70.8515834564866	2.85984557006254	0.469617025143658	6.08973997309339	1.13094224736968e-09	5.24878375163177e-07	Up in AD
TAF7	454.978305938356	-2.30919500866221	0.378868813710227	-6.09497252109109	1.09456251872875e-09	5.24878375163177e-07	Down in AD
CTSC	310.654414608543	2.72300111881754	0.450850633437484	6.03969677952136	1.54404107204288e-09	6.91890128661972e-07	Up in AD
SPRR2D	32.3362954180006	8.46176853249222	1.42004815535971	5.95878984846735	2.5411262311803e-09	1.1007311791396e-06	Up in AD
GPRC5A	33.6130306169978	-5.19293344824928	0.874115153278822	-5.94078872648585	2.83653991643531e-09	1.18905923271216e-06	Down in AD
AP000438.2	48.8237405793159	-4.67263730762431	0.795257853577243	-5.87562547996951	4.2124973500499e-09	1.65883039587571e-06	Down in AD
S100A7	903.449202586168	7.78105021514631	1.32385321295644	5.87757776994748	4.16313146932889e-09	1.65883039587571e-06	Up in AD
PPP1R15A	814.388841309298	-2.582178611235	0.442472700214334	-5.83579192565823	5.35356726219717e-09	2.04616489918389e-06	Down in AD
NKRF	169.589180276253	-2.43957226808283	0.42050423779596	-5.80154026715558	6.57085124242591e-09	2.43966319700928e-06	Down in AD
RGS16	159.322494620599	-2.6575973263379	0.462140383233165	-5.750627780557	8.89126733521578e-09	3.2095005283647e-06	Down in AD
TBX3	98.7846118811918	-2.85096753869785	0.496834235520565	-5.73826708159656	9.56501929989864e-09	3.35938988654548e-06	Down in AD
CTD-3252C9.4	160.014029071556	-2.86113118410164	0.499537325346135	-5.72756236407186	1.0188398843942e-08	3.48416428886911e-06	Down in AD
